Claim_ID,SKU,Component Failed,Days After Purchase,Repair Cost
W009899,LP0705,Touchpad,749,527
W009900,LP0575,Cooling Fan,410,354
W009901,LP0118,GPU,498,172
W009902,LP0006,Battery,335,504
W009903,LP0734,Display,179,249
W009904,LP0669,Display,1034,81
W009905,LP0062,Battery,178,314
W009906,LP0616,Speaker,115,62
W009907,LP0738,Speaker,530,483
W009908,LP0998,RAM,691,398
W009909,LP0458,Cooling Fan,515,327
W009910,LP0704,Keyboard,316,603
W009911,LP0185,Keyboard,149,222
W009912,LP0131,Display,503,455
W009913,LP0400,Touchpad,547,668
W009914,LP0530,Keyboard,743,631
W009915,LP0526,Motherboard,1083,308
W009916,LP0400,Touchpad,1066,539
W009917,LP0212,Battery,938,353
W009918,LP0523,SSD,695,467
W009919,LP0146,Cooling Fan,229,693
W009920,LP0195,Cooling Fan,119,670
W009921,LP0148,SSD,622,431
W009922,LP0870,Touchpad,1085,313
W009923,LP0357,Touchpad,69,646
W009924,LP0063,GPU,827,58
W009925,LP0588,SSD,967,567
W009926,LP0204,Motherboard,863,180
W009927,LP0945,GPU,605,445
W009928,LP0738,RAM,1038,574
W009929,LP0945,Touchpad,1033,211
W009930,LP0275,SSD,625,428
W009931,LP0930,Keyboard,178,175
W009932,LP0746,Speaker,583,173
W009933,LP0704,Motherboard,363,499
W009934,LP0314,Touchpad,513,610
W009935,LP0848,Motherboard,1066,124
W009936,LP0702,Display,303,171
W009937,LP0039,Battery,161,379
W009938,LP0672,Display,293,690
W009939,LP0702,Speaker,734,110
W009940,LP0216,GPU,1053,315
W009941,LP0033,RAM,605,140
W009942,LP0733,GPU,689,199
W009943,LP0236,Cooling Fan,26,31
W009944,LP0785,Speaker,935,540
W009945,LP0488,RAM,168,659
W009946,LP0056,Motherboard,431,210
W009947,LP0163,GPU,64,517
W009948,LP0248,SSD,960,551
W009949,LP0765,SSD,501,194
W009950,LP0437,Cooling Fan,535,574
W009951,LP0318,GPU,567,681
W009952,LP0225,Display,136,243
W009953,LP0144,Keyboard,485,587
W009954,LP0955,RAM,537,278
W009955,LP0458,GPU,995,271
W009956,LP0057,RAM,712,580
W009957,LP0179,Display,875,314
W009958,LP0781,RAM,869,588
W009959,LP0153,Battery,565,240
W009960,LP0096,Battery,173,182
W009961,LP0365,RAM,1036,543
W009962,LP0629,Speaker,410,661
W009963,LP0173,Keyboard,52,518
W009964,LP0557,Display,557,143
W009965,LP0131,RAM,967,51
W009966,LP0679,GPU,932,89
W009967,LP0469,Cooling Fan,391,337
W009968,LP0260,RAM,625,510
W009969,LP0334,Touchpad,907,101
W009970,LP0106,Keyboard,235,412
W009971,LP0828,GPU,1088,528
W009972,LP0216,Display,94,163
W009973,LP0306,Battery,802,332
W009974,LP0325,Touchpad,889,266
W009975,LP0586,SSD,885,571
W009976,LP0294,RAM,1061,248
W009977,LP0726,Display,35,616
W009978,LP0015,Keyboard,719,598
W009979,LP0696,RAM,1041,517
W009980,LP0139,GPU,399,221
W009981,LP0712,Cooling Fan,726,65
W009982,LP0859,Battery,1015,679
W009983,LP0073,Touchpad,326,428
W009984,LP0314,Battery,236,36
W009985,LP0178,Keyboard,908,196
W009986,LP0952,Speaker,73,530
W009987,LP0256,GPU,858,682
W009988,LP0315,Touchpad,1020,72
W009989,LP0388,Touchpad,650,622
W009990,LP0728,Touchpad,15,675
W009991,LP0120,Touchpad,838,675
W009992,LP0837,SSD,461,275
W009993,LP0354,GPU,303,223
W009994,LP0596,RAM,64,206
W009995,LP0075,Display,257,550
W009996,LP0483,Motherboard,100,34
W009997,LP0042,Speaker,296,213
W009998,LP0131,Motherboard,745,271
W009999,LP0135,Battery,97,584
W010000,LP0601,Keyboard,745,422
W010001,LP0785,Motherboard,1093,614
W010002,LP0542,Motherboard,606,464
W010003,LP0393,Display,925,149
W010004,LP0856,Motherboard,198,322
W010005,LP0482,Speaker,381,299
W010006,LP0829,Cooling Fan,731,608
W010007,LP0629,Display,259,528
W010008,LP0197,Touchpad,100,431
W010009,LP0429,RAM,129,442
W010010,LP0528,Speaker,1039,403
W010011,LP0474,GPU,89,217
W010012,LP0477,Keyboard,258,464
W010013,LP0021,Keyboard,723,84
W010014,LP0158,SSD,706,45
W010015,LP0404,Keyboard,269,504
W010016,LP0804,Motherboard,725,188
W010017,LP0865,SSD,190,467
W010018,LP0624,SSD,652,471
W010019,LP0919,SSD,791,579
W010020,LP0426,GPU,966,436
W010021,LP0792,SSD,853,658
W010022,LP0878,Display,579,199
W010023,LP0732,Speaker,634,38
W010024,LP0018,Motherboard,37,142
W010025,LP0217,Cooling Fan,548,225
W010026,LP0459,Speaker,565,530
W010027,LP0750,Display,45,516
W010028,LP0247,Speaker,375,225
W010029,LP0982,Battery,311,362
W010030,LP0868,Speaker,466,258
W010031,LP0493,GPU,346,687
W010032,LP0748,Battery,438,270
W010033,LP0276,RAM,100,148
W010034,LP0351,SSD,252,512
W010035,LP0506,GPU,765,502
W010036,LP0552,GPU,905,110
W010037,LP0044,Motherboard,83,49
W010038,LP0909,RAM,186,155
W010039,LP0543,GPU,343,689
W010040,LP0750,SSD,1033,652
W010041,LP0771,Keyboard,450,670
W010042,LP0978,Keyboard,627,550
W010043,LP0681,Touchpad,184,322
W010044,LP0058,Battery,818,632
W010045,LP0658,GPU,471,118
W010046,LP0983,RAM,721,678
W010047,LP0360,Speaker,107,694
W010048,LP0020,Speaker,994,409
W010049,LP0511,RAM,953,366
W010050,LP0101,Keyboard,234,551
W010051,LP0952,Keyboard,288,227
W010052,LP0503,Motherboard,585,311
W010053,LP0263,GPU,664,46
W010054,LP0108,Keyboard,189,280
W010055,LP0519,RAM,620,141
W010056,LP0563,SSD,372,660
W010057,LP0232,Battery,835,316
W010058,LP0331,Cooling Fan,104,97
W010059,LP0482,Cooling Fan,521,264
W010060,LP0862,Cooling Fan,87,98
W010061,LP0049,GPU,750,227
W010062,LP0412,Motherboard,718,331
W010063,LP0809,Touchpad,1006,114
W010064,LP0189,Cooling Fan,487,110
W010065,LP0643,Motherboard,329,427
W010066,LP0169,Cooling Fan,968,351
W010067,LP0429,Touchpad,10,474
W010068,LP0712,Motherboard,625,148
W010069,LP0518,GPU,805,40
W010070,LP0626,RAM,796,442
W010071,LP0885,Display,183,599
W010072,LP0192,Speaker,275,119
W010073,LP0724,Motherboard,994,350
W010074,LP0515,GPU,633,254
W010075,LP0370,Speaker,496,52
W010076,LP0600,Cooling Fan,668,258
W010077,LP0203,GPU,415,145
W010078,LP0981,SSD,285,543
W010079,LP0645,Touchpad,845,622
W010080,LP0097,Speaker,837,152
W010081,LP0676,Cooling Fan,664,692
W010082,LP0405,Speaker,894,253
W010083,LP0257,RAM,572,635
W010084,LP0983,GPU,582,203
W010085,LP0177,Motherboard,862,611
W010086,LP0913,Touchpad,323,376
W010087,LP0793,RAM,1092,276
W010088,LP0056,Motherboard,415,388
W010089,LP0548,Motherboard,952,407
W010090,LP0416,Keyboard,530,326
W010091,LP0632,Display,90,549
W010092,LP0531,RAM,486,327
W010093,LP0571,Speaker,501,117
W010094,LP0916,Touchpad,391,481
W010095,LP0743,Battery,937,483
W010096,LP0519,Keyboard,600,78
W010097,LP0509,Touchpad,394,170
W010098,LP0963,Speaker,171,600
W010099,LP0092,GPU,980,118
W010100,LP0921,Cooling Fan,935,126
W010101,LP0123,Motherboard,472,321
W010102,LP0045,Battery,119,533
W010103,LP0893,Keyboard,904,97
W010104,LP0511,SSD,664,495
W010105,LP0776,SSD,226,515
W010106,LP0642,Touchpad,145,544
W010107,LP0279,Speaker,21,48
W010108,LP0812,Motherboard,67,45
W010109,LP0898,Display,476,274
W010110,LP0061,Battery,250,312
W010111,LP0845,Speaker,47,291
W010112,LP0938,Motherboard,173,125
W010113,LP0745,Keyboard,341,141
W010114,LP0364,Speaker,169,624
W010115,LP0154,Cooling Fan,1017,180
W010116,LP0273,SSD,521,690
W010117,LP0460,GPU,601,360
W010118,LP0387,Display,1070,347
W010119,LP0437,Speaker,212,412
W010120,LP0926,Speaker,411,241
W010121,LP0934,GPU,682,665
W010122,LP0779,Cooling Fan,643,529
W010123,LP0906,Motherboard,223,328
W010124,LP0528,Cooling Fan,253,647
W010125,LP0190,Touchpad,40,553
W010126,LP0808,Keyboard,466,564
W010127,LP0910,Battery,779,385
W010128,LP0433,Display,972,577
W010129,LP0651,Touchpad,785,586
W010130,LP0909,Display,287,416
W010131,LP0413,GPU,252,424
W010132,LP0748,Touchpad,333,498
W010133,LP0891,Cooling Fan,64,544
W010134,LP0832,GPU,781,393
W010135,LP0467,SSD,878,410
W010136,LP0861,Touchpad,931,482
W010137,LP0680,RAM,960,532
W010138,LP0445,Cooling Fan,448,671
W010139,LP0520,Motherboard,90,503
W010140,LP0326,Motherboard,852,567
W010141,LP0137,Keyboard,518,516
W010142,LP0241,Keyboard,499,315
W010143,LP0479,SSD,201,209
W010144,LP0445,Cooling Fan,1034,444
W010145,LP0836,RAM,929,83
W010146,LP0458,Keyboard,763,297
W010147,LP0861,GPU,16,398
W010148,LP0160,Display,951,245
W010149,LP0139,Display,519,253
W010150,LP0004,RAM,1062,479
W010151,LP0697,Speaker,352,673
W010152,LP0521,Speaker,40,198
W010153,LP0732,Battery,719,371
W010154,LP0796,Cooling Fan,825,663
W010155,LP0775,Keyboard,122,554
W010156,LP0536,Speaker,450,540
W010157,LP0834,Motherboard,908,642
W010158,LP0750,Touchpad,150,645
W010159,LP0803,Motherboard,864,160
W010160,LP0193,Display,718,318
W010161,LP0231,SSD,611,669
W010162,LP0081,Touchpad,1017,347
W010163,LP0915,Cooling Fan,16,683
W010164,LP0560,SSD,823,529
W010165,LP0128,Display,910,192
W010166,LP0301,Touchpad,1092,676
W010167,LP0324,Touchpad,782,275
W010168,LP0263,Keyboard,875,412
W010169,LP0851,Motherboard,523,136
W010170,LP0428,Battery,812,496
W010171,LP0183,SSD,32,547
W010172,LP0622,GPU,345,603
W010173,LP0681,Cooling Fan,126,115
W010174,LP0912,Keyboard,302,133
W010175,LP0382,GPU,878,489
W010176,LP0064,Display,166,553
W010177,LP0477,Display,961,143
W010178,LP0008,SSD,693,654
W010179,LP0587,Touchpad,335,76
W010180,LP0488,Display,1066,652
W010181,LP0564,Motherboard,316,206
W010182,LP0081,Keyboard,224,598
W010183,LP0597,GPU,76,350
W010184,LP0036,Keyboard,649,424
W010185,LP0112,Display,980,273
W010186,LP0303,Display,998,292
W010187,LP0934,Display,581,447
W010188,LP0856,RAM,755,337
W010189,LP0336,Display,385,283
W010190,LP0881,Keyboard,706,402
W010191,LP0602,Display,859,338
W010192,LP0764,Touchpad,188,387
W010193,LP0672,GPU,841,228
W010194,LP0025,Keyboard,792,234
W010195,LP0239,Speaker,853,345
W010196,LP0522,GPU,691,49
W010197,LP0056,Cooling Fan,613,298
W010198,LP0214,RAM,377,354
W010199,LP0868,Motherboard,141,610
W010200,LP0090,GPU,759,266
W010201,LP0408,SSD,954,50
W010202,LP0827,GPU,901,658
W010203,LP0438,Cooling Fan,1004,549
W010204,LP0641,Display,435,301
W010205,LP0067,SSD,710,183
W010206,LP0281,SSD,897,311
W010207,LP0790,Touchpad,142,353
W010208,LP0222,RAM,60,614
W010209,LP0018,SSD,412,389
W010210,LP0753,Display,1076,313
W010211,LP0041,GPU,437,642
W010212,LP0158,Touchpad,537,682
W010213,LP0750,GPU,755,130
W010214,LP0799,Keyboard,306,496
W010215,LP0088,Motherboard,80,336
W010216,LP0634,Touchpad,222,207
W010217,LP0440,SSD,492,558
W010218,LP0272,Cooling Fan,62,654
W010219,LP0575,Display,334,692
W010220,LP0018,RAM,109,650
W010221,LP0098,GPU,442,274
W010222,LP0581,Battery,509,430
W010223,LP0131,RAM,460,167
W010224,LP0893,Speaker,887,399
W010225,LP0502,Display,237,652
W010226,LP0173,SSD,231,173
W010227,LP0524,Keyboard,15,57
W010228,LP0438,Battery,499,574
W010229,LP0116,Speaker,443,667
W010230,LP0175,SSD,755,148
W010231,LP0425,Cooling Fan,192,535
W010232,LP0461,GPU,260,616
W010233,LP0448,Motherboard,1016,665
W010234,LP0830,Display,204,513
W010235,LP0145,Touchpad,315,272
W010236,LP0234,RAM,261,284
W010237,LP0750,Keyboard,750,241
W010238,LP0085,RAM,516,390
W010239,LP0443,Battery,952,170
W010240,LP0736,SSD,735,678
W010241,LP0023,SSD,67,618
W010242,LP0260,Display,555,487
W010243,LP0682,Cooling Fan,194,469
W010244,LP0564,Battery,364,109
W010245,LP0550,Battery,604,322
W010246,LP0396,Speaker,339,129
W010247,LP0410,Keyboard,778,163
W010248,LP0613,Cooling Fan,18,247
W010249,LP0536,GPU,593,689
W010250,LP0888,Cooling Fan,482,174
W010251,LP0995,Battery,455,172
W010252,LP0981,Battery,526,192
W010253,LP0877,GPU,419,493
W010254,LP0892,Speaker,449,432
W010255,LP0525,Display,334,378
W010256,LP0258,Display,611,380
W010257,LP0140,Speaker,1003,584
W010258,LP0287,Cooling Fan,721,655
W010259,LP0008,SSD,538,506
W010260,LP0290,Display,916,464
W010261,LP0320,Keyboard,569,305
W010262,LP0080,Motherboard,714,499
W010263,LP0601,SSD,78,425
W010264,LP0708,RAM,383,388
W010265,LP0223,Battery,515,677
W010266,LP0132,SSD,622,305
W010267,LP0679,Speaker,485,314
W010268,LP0745,RAM,253,620
W010269,LP0974,Touchpad,765,356
W010270,LP0942,Motherboard,930,524
W010271,LP0326,SSD,1021,169
W010272,LP0735,Speaker,257,359
W010273,LP0685,Cooling Fan,66,468
W010274,LP0434,Battery,719,30
W010275,LP0107,GPU,364,221
W010276,LP0027,SSD,409,489
W010277,LP0455,Display,540,657
W010278,LP0887,SSD,984,198
W010279,LP0289,Speaker,522,628
W010280,LP0990,Battery,889,149
W010281,LP0357,Battery,1072,273
W010282,LP0006,RAM,880,592
W010283,LP0137,Motherboard,106,550
W010284,LP0180,Motherboard,980,686
W010285,LP0515,Motherboard,1037,556
W010286,LP0920,Battery,360,66
W010287,LP0595,Battery,739,211
W010288,LP0642,Display,18,692
W010289,LP0721,Touchpad,570,177
W010290,LP0201,RAM,540,532
W010291,LP0579,Display,443,80
W010292,LP0748,Battery,1013,624
W010293,LP0134,Touchpad,33,201
W010294,LP0323,Display,56,45
W010295,LP0815,Battery,356,520
W010296,LP0613,Speaker,288,399
W010297,LP0858,Cooling Fan,1059,568
W010298,LP0254,RAM,523,246
W010299,LP0173,GPU,79,267
W010300,LP0183,Battery,623,80
W010301,LP0565,Motherboard,968,514
W010302,LP0658,Motherboard,35,268
W010303,LP0493,Speaker,223,532
W010304,LP0109,RAM,110,418
W010305,LP0556,RAM,313,330
W010306,LP0391,Motherboard,1046,552
W010307,LP0913,Speaker,766,619
W010308,LP0166,Motherboard,678,149
W010309,LP0969,RAM,182,221
W010310,LP0144,Speaker,863,422
W010311,LP0986,Motherboard,54,616
W010312,LP0598,Touchpad,945,326
W010313,LP0592,SSD,234,135
W010314,LP0798,Cooling Fan,235,412
W010315,LP0597,Motherboard,490,445
W010316,LP0303,Speaker,1010,284
W010317,LP0483,Battery,714,658
W010318,LP0690,Motherboard,226,179
W010319,LP0324,Touchpad,882,548
W010320,LP0286,Speaker,427,305
W010321,LP0779,Keyboard,287,607
W010322,LP0954,Cooling Fan,883,673
W010323,LP0503,Display,696,349
W010324,LP0963,Battery,705,665
W010325,LP0946,Touchpad,673,526
W010326,LP0084,Touchpad,628,479
W010327,LP0688,Cooling Fan,115,75
W010328,LP0479,Display,180,689
W010329,LP0722,Motherboard,485,405
W010330,LP0194,Keyboard,832,258
W010331,LP0925,RAM,314,147
W010332,LP0641,Cooling Fan,377,236
W010333,LP0273,Motherboard,703,676
W010334,LP0089,RAM,666,575
W010335,LP0986,Speaker,898,460
W010336,LP0254,Display,567,256
W010337,LP0555,Cooling Fan,125,414
W010338,LP0113,Display,712,341
W010339,LP0150,Display,240,564
W010340,LP0779,Speaker,702,656
W010341,LP0263,Touchpad,244,668
W010342,LP0152,GPU,676,624
W010343,LP0344,Display,984,240
W010344,LP0239,GPU,808,463
W010345,LP0313,Speaker,255,315
W010346,LP0229,Display,456,491
W010347,LP0923,SSD,57,30
W010348,LP0717,Display,128,149
W010349,LP0846,Display,19,449
W010350,LP0254,Speaker,347,215
W010351,LP0281,SSD,491,192
W010352,LP0394,RAM,553,612
W010353,LP0843,RAM,174,556
W010354,LP0623,Speaker,256,687
W010355,LP0594,Cooling Fan,1035,699
W010356,LP0680,RAM,677,96
W010357,LP0461,Touchpad,240,384
W010358,LP0292,Keyboard,830,623
W010359,LP0572,Motherboard,447,306
W010360,LP0376,Touchpad,535,576
W010361,LP0979,Touchpad,429,59
W010362,LP0999,SSD,568,80
W010363,LP0538,Motherboard,152,64
W010364,LP0979,Motherboard,862,630
W010365,LP0334,GPU,201,647
W010366,LP0549,Keyboard,395,225
W010367,LP0088,GPU,973,633
W010368,LP0983,Battery,807,424
W010369,LP0295,Motherboard,496,79
W010370,LP0458,RAM,15,374
W010371,LP0578,Touchpad,65,470
W010372,LP0285,Motherboard,1066,148
W010373,LP0062,GPU,926,142
W010374,LP0059,Touchpad,224,482
W010375,LP0639,GPU,766,130
W010376,LP0019,RAM,342,56
W010377,LP0554,GPU,682,250
W010378,LP0742,Cooling Fan,602,623
W010379,LP0279,RAM,741,575
W010380,LP0201,Touchpad,395,117
W010381,LP0538,RAM,900,424
W010382,LP0751,RAM,534,608
W010383,LP0988,Keyboard,533,503
W010384,LP0979,Speaker,227,181
W010385,LP0788,GPU,1069,591
W010386,LP0527,Display,24,510
W010387,LP0643,Speaker,779,672
W010388,LP0688,Keyboard,370,90
W010389,LP0083,Touchpad,960,70
W010390,LP0644,Keyboard,56,532
W010391,LP0643,Speaker,257,505
W010392,LP0757,GPU,273,285
W010393,LP0988,Battery,679,373
W010394,LP0940,Speaker,243,116
W010395,LP0663,Touchpad,248,199
W010396,LP0756,Cooling Fan,958,458
W010397,LP0101,RAM,205,588
W010398,LP0031,Cooling Fan,1039,302
W010399,LP0319,Battery,549,428
W010400,LP0480,GPU,49,92
W010401,LP0261,Battery,716,652
W010402,LP0455,GPU,656,538
W010403,LP0095,Battery,703,292
W010404,LP0306,RAM,627,481
W010405,LP0582,RAM,189,639
W010406,LP0401,Display,530,617
W010407,LP0875,Touchpad,46,98
W010408,LP0850,SSD,67,631
W010409,LP0980,Motherboard,695,340
W010410,LP0954,SSD,647,615
W010411,LP0433,Battery,776,178
W010412,LP0849,Display,872,387
W010413,LP0253,Speaker,945,252
W010414,LP0814,Touchpad,108,498
W010415,LP0923,GPU,809,441
W010416,LP0498,RAM,320,292
W010417,LP0660,SSD,382,44
W010418,LP0991,Keyboard,222,358
W010419,LP0493,Touchpad,1021,39
W010420,LP0415,RAM,144,134
W010421,LP0135,SSD,765,89
W010422,LP0815,Cooling Fan,906,593
W010423,LP0240,GPU,468,365
W010424,LP0044,Touchpad,873,553
W010425,LP0050,Display,294,179
W010426,LP0471,Display,866,455
W010427,LP0176,Keyboard,478,396
W010428,LP0185,GPU,12,116
W010429,LP0473,Cooling Fan,365,456
W010430,LP0352,RAM,1044,98
W010431,LP0858,Keyboard,270,475
W010432,LP0101,Keyboard,697,296
W010433,LP0961,Battery,936,35
W010434,LP0085,Speaker,272,248
W010435,LP0208,Battery,127,82
W010436,LP0171,RAM,466,74
W010437,LP0283,GPU,974,346
W010438,LP0018,Cooling Fan,202,587
W010439,LP0947,RAM,460,268
W010440,LP0116,Display,706,443
W010441,LP0303,Speaker,460,361
W010442,LP0871,GPU,373,598
W010443,LP0903,Cooling Fan,705,227
W010444,LP0703,Display,1052,294
W010445,LP0556,Keyboard,496,417
W010446,LP0295,Touchpad,318,143
W010447,LP0353,Battery,859,289
W010448,LP0373,Speaker,966,94
W010449,LP0388,GPU,407,695
W010450,LP0627,Keyboard,106,242
W010451,LP0136,Battery,206,474
W010452,LP0777,Speaker,1061,77
W010453,LP0478,Motherboard,205,554
W010454,LP0160,Display,694,374
W010455,LP0502,SSD,189,167
W010456,LP0971,RAM,215,212
W010457,LP0107,Speaker,400,229
W010458,LP0298,Motherboard,169,510
W010459,LP0589,Display,632,302
W010460,LP0715,RAM,758,514
W010461,LP0917,GPU,805,625
W010462,LP0774,GPU,318,382
W010463,LP0207,GPU,934,135
W010464,LP0105,Cooling Fan,261,169
W010465,LP0045,Keyboard,634,405
W010466,LP0707,Cooling Fan,559,155
W010467,LP0648,Cooling Fan,707,419
W010468,LP0353,Touchpad,363,243
W010469,LP0006,Motherboard,277,219
W010470,LP0300,Battery,274,266
W010471,LP0992,Cooling Fan,197,442
W010472,LP0395,SSD,476,252
W010473,LP0678,Keyboard,738,116
W010474,LP0831,Touchpad,934,671
W010475,LP0762,Battery,144,97
W010476,LP0071,RAM,283,658
W010477,LP0166,Cooling Fan,27,660
W010478,LP0954,Touchpad,444,86
W010479,LP0432,Cooling Fan,888,675
W010480,LP0263,Battery,107,679
W010481,LP0975,Display,201,540
W010482,LP0943,Keyboard,163,71
W010483,LP0080,Motherboard,244,61
W010484,LP0979,SSD,813,66
W010485,LP0050,RAM,390,693
W010486,LP0946,Motherboard,647,629
W010487,LP0349,GPU,865,577
W010488,LP0831,GPU,719,121
W010489,LP0022,Keyboard,743,245
W010490,LP0484,Battery,287,500
W010491,LP0792,Speaker,481,617
W010492,LP0928,Battery,26,200
W010493,LP0349,Keyboard,381,344
W010494,LP0275,Speaker,55,533
W010495,LP0792,GPU,902,395
W010496,LP0474,Cooling Fan,826,352
W010497,LP0320,Keyboard,731,640
W010498,LP0978,Battery,214,292
W010499,LP0434,Keyboard,159,200
W010500,LP0895,SSD,711,272
W010501,LP0266,Cooling Fan,545,625
W010502,LP0721,Display,166,445
W010503,LP0035,Speaker,553,506
W010504,LP0558,Display,333,178
W010505,LP0168,Keyboard,555,307
W010506,LP0650,Touchpad,603,315
W010507,LP0465,SSD,632,567
W010508,LP0364,GPU,645,338
W010509,LP0994,RAM,174,298
W010510,LP0182,Display,763,504
W010511,LP0144,Touchpad,200,292
W010512,LP0136,GPU,123,521
W010513,LP0066,Keyboard,425,623
W010514,LP0088,SSD,489,577
W010515,LP0133,Cooling Fan,835,318
W010516,LP0680,GPU,246,165
W010517,LP0217,Touchpad,730,360
W010518,LP0271,RAM,311,373
W010519,LP0742,Touchpad,238,242
W010520,LP0453,Battery,31,453
W010521,LP0814,Cooling Fan,913,683
W010522,LP0882,Keyboard,133,665
W010523,LP0986,Cooling Fan,64,276
W010524,LP0874,Touchpad,447,291
W010525,LP0410,Speaker,819,194
W010526,LP0053,Cooling Fan,713,247
W010527,LP0577,Display,188,685
W010528,LP0597,Keyboard,333,559
W010529,LP0958,Touchpad,181,552
W010530,LP0861,Keyboard,666,43
W010531,LP0454,Keyboard,1034,340
W010532,LP0545,RAM,705,41
W010533,LP0372,Motherboard,811,551
W010534,LP0122,RAM,202,118
W010535,LP0272,GPU,282,501
W010536,LP0993,Speaker,693,434
W010537,LP0789,GPU,339,103
W010538,LP0481,GPU,341,503
W010539,LP0897,Battery,644,265
W010540,LP0838,Speaker,262,342
W010541,LP0276,RAM,848,389
W010542,LP0086,SSD,936,381
W010543,LP0209,Motherboard,152,333
W010544,LP0266,GPU,445,279
W010545,LP0558,SSD,668,362
W010546,LP0291,RAM,16,121
W010547,LP0129,Battery,296,105
W010548,LP0930,Touchpad,1077,692
W010549,LP0984,Speaker,618,603
W010550,LP0103,Keyboard,171,161
W010551,LP0996,Motherboard,742,651
W010552,LP0251,Motherboard,1075,662
W010553,LP0730,Keyboard,58,609
W010554,LP0719,Battery,389,185
W010555,LP0730,Motherboard,347,346
W010556,LP0899,Display,1033,466
W010557,LP0418,Touchpad,908,76
W010558,LP0840,GPU,422,590
W010559,LP0163,Speaker,347,417
W010560,LP0725,GPU,928,326
W010561,LP0062,Motherboard,24,642
W010562,LP0968,Cooling Fan,1008,256
W010563,LP0336,SSD,848,219
W010564,LP0375,Touchpad,726,635
W010565,LP0019,Display,299,122
W010566,LP0223,RAM,690,223
W010567,LP0054,Display,341,376
W010568,LP0228,SSD,416,472
W010569,LP0747,SSD,806,469
W010570,LP0596,Keyboard,962,93
W010571,LP0437,Cooling Fan,682,475
W010572,LP0306,SSD,56,245
W010573,LP0645,Display,558,557
W010574,LP0180,Battery,254,105
W010575,LP0635,SSD,686,535
W010576,LP0185,Motherboard,720,413
W010577,LP0328,Keyboard,343,133
W010578,LP0407,Speaker,674,390
W010579,LP0325,Motherboard,325,426
W010580,LP0844,Touchpad,593,406
W010581,LP0015,RAM,1080,243
W010582,LP0745,GPU,120,503
W010583,LP0163,Battery,1039,318
W010584,LP0801,Touchpad,418,623
W010585,LP0154,Speaker,842,427
W010586,LP0518,Touchpad,1092,44
W010587,LP0101,Motherboard,829,677
W010588,LP0695,RAM,378,572
W010589,LP0353,SSD,648,230
W010590,LP0033,RAM,367,246
W010591,LP0765,GPU,221,290
W010592,LP0889,Display,895,269
W010593,LP0669,Cooling Fan,46,501
W010594,LP0654,Battery,1027,296
W010595,LP0723,Battery,69,76
W010596,LP0896,RAM,118,217
W010597,LP0666,Touchpad,611,34
